,xi,B,rhoChi,dphi,sigmaB,H,N,kh,G,E,kS,ddphi,xieff,phi,sigmaE,a,t
10,-1.6166978764099722,2.9000680316285234,0.0,-0.12827102002897997,0.0,0.9917670912778835,0.995881955749999,8.681058776207498,-1.0296535680935053,1.699189897540596,8.681058776207498,2.9084986561300513e-05,-1.6166978764099722,15.421680805801126,0.0,2.7071108407031566,1.0
11,-1.6180077976246248,2.977324558307509,0.0,-0.12826846590328975,0.0,0.9909444355861491,1.0950175318206115,9.585571550422912,-1.1049084831738263,1.7822665170459726,9.585571550422912,2.2334734589752078e-05,-1.6180077976246248,15.408853837121278,0.0,2.9892350896673308,1.1
12,-1.6193272104471024,3.0424635334769436,0.0,-0.12826649492160816,0.0,0.9901218087216704,1.1940708438256507,10.583506462822037,-1.174501866730485,1.8637012872203493,10.583506462822037,1.7334564418444542e-05,-1.6193272104471024,15.396027093240598,0.0,3.3004896749925647,1.2
13,-1.620654239085635,3.0974243951648033,0.0,-0.12826495592381115,0.0,0.9892992042227463,1.2930418943086226,11.684412587492314,-1.2383366068846777,1.9431124016152863,11.684412587492314,1.3630287047036482e-05,-1.620654239085635,15.383200523780605,0.0,3.6438539328629354,1.3
14,-1.6219874947114965,3.143772414659929,0.0,-0.12826373696636528,0.0,0.9884766173026168,1.391930685254796,12.898807120058141,-1.2964031979089456,2.019944394152292,12.898807120058141,1.0885824590558554e-05,-1.6219874947114965,15.370374091419725,0.0,4.022608952377913,1.4
15,-1.6233259491612269,3.1828047286385233,0.0,-0.1282627551274349,0.0,0.9876540444150196,1.4907372182358867,14.238272267518502,-1.3487840747591597,2.0935906142871374,14.238272267518502,8.852435919627651e-06,-1.6233259491612269,15.357547768506995,0.0,4.440367832791138,1.5
16,-1.6246688414602233,3.215619474228121,0.0,-0.12826194896741513,0.0,0.9868314829326663,1.589461494517226,15.715561786635607,-1.3956505436751934,2.1634775566260886,15.715561786635607,7.345976113277077e-06,-1.6246688414602233,15.34472153455576,0.0,4.901108943529512,1.6
17,-1.626015608622976,3.2431605173281084,0.0,-0.12826127295200543,0.0,0.9860089309092339,1.6881035151371624,17.34471811217372,-1.4372537456637786,2.2291198147339797,17.34471811217372,6.230088646057307e-06,-1.626015608622976,15.331895374388306,0.0,5.409212481852097,1.7
18,-1.627365834411303,3.266246404225793,0.0,-0.1282606933258608,0.0,0.9851863869031244,1.7866632809659055,19.14120110880906,-1.4739113501899073,2.2901520646203415,19.14120110880906,5.4037791420501416e-06,-1.627365834411303,15.319069276761978,0.0,5.969500651646174,1.8
19,-1.6287192113827513,3.2855894531067182,0.0,-0.12826018505891146,0.0,0.9843638498469377,1.8851407927491464,21.12202958179516,-1.505991711916292,2.3463431497124203,21.12202958179516,4.792226603993808e-06,-1.6287192113827513,15.306243233351605,0.0,6.587281818246204,1.9
20,-1.6300755127745068,3.301808946915553,0.0,-0.1282597295858875,0.0,0.9835413189507716,1.9835360511404008,23.30593679220521,-1.5338971049662058,2.3975965403957584,23.30593679220521,4.3399867719914905e-06,-1.6300755127745068,15.293417237995666,0.0,7.268399028561222,2.0
21,-1.631434571669688,3.315440996141763,0.0,-0.12825931313267497,0.0,0.9827187936305674,2.081849056724998,25.71354134384377,-1.5580474010198855,2.443940888720568,25.71354134384377,4.005963847385024e-06,-1.631434571669688,15.280591286137671,0.0,8.019283323492962,2.1
22,-1.632796265555604,3.32694666470428,0.0,-0.12825892547682285,0.0,0.9818962734549984,2.180079810037878,28.36753494164158,-1.5788652379112251,2.48551395699711,28.36753494164158,3.7596894844537722e-06,-1.632796265555604,15.267765374412113,0.0,8.847012310933126,2.2
23,-1.6341605048763488,3.3367192655686413,0.0,-0.12825855902940755,0.0,0.9810737581060958,2.2782283115767945,31.292888666713118,-1.5967633809670043,2.52254272529471,31.292888666713118,3.5785686773253963e-06,-1.6341605048763488,15.254939500337505,0.0,9.759374512885092,2.3
24,-1.6355272245441022,3.3450912825985837,0.0,-0.12825820815474548,0.0,0.9802512473500482,2.376294561812123,34.517079572397556,-1.6121346545430701,2.5553219997113605,34.517079572397556,3.4458407397586774e-06,-1.6355272245441022,15.242113662088732,0.0,10.764940049836683,2.4
25,-1.6368963776430938,3.35234108971521,0.0,-0.12825786866623043,0.0,0.9794287410155443,2.474278561194138,38.07033957990542,-1.6253445338724355,2.5841933361149576,38.07033957990542,3.3490694067843864e-06,-1.6368963776430938,15.229287858328199,0.0,11.873138279824197,2.5
26,-1.6382679307586197,3.3586994805699746,0.0,-0.12825753745259813,0.0,0.9786062389777029,2.572180310158416,41.985928843046516,-1.6367262792032926,2.6095255977003964,41.985928843046516,3.2790244765177677e-06,-1.6382679307586197,15.216462088080535,0.0,13.09434306912104,2.6
27,-1.6396418605109226,3.3643559301948494,0.0,-0.12825721220081582,0.0,0.9777837411461464,2.6699998091298602,46.3004359605196,-1.6465783293743972,2.631698008541798,46.3004359605196,3.228853296750412e-06,-1.6396418605109226,15.203636350639604,0.0,14.439966436644207,2.7
28,-1.6410181509823787,3.3694644936968614,0.0,-0.12825689119055422,0.0,0.9769612474561491,2.7677370585256766,51.05410764309217,-1.6551635982464625,2.6510861607501712,51.05410764309217,3.193466814894386e-06,-1.6410181509823787,15.190810645499473,0.0,15.922561385532186,2.8
29,-1.6423967918073128,3.3741492530892394,0.0,-0.12825657314171407,0.0,0.976138757862062,2.865392058757604,56.2912106935856,-1.6627102577496344,2.668051102968966,56.2912106935856,3.1690845263772323e-06,-1.6423967918073128,15.17798497230314,0.0,17.55593481349248,2.9
30,-1.6437777767533701,3.3785092422557916,0.0,-0.12825625710127908,0.0,0.9753162723324313,2.9629648102335593,62.06042943193359,-1.6694136274589364,2.6829314069881973,62.06042943193359,3.1528971135047096e-06,-1.6437777767533701,15.16515933080445,0.0,19.355271479081317,3.0
31,-1.6451611026676527,3.3826228112272876,0.0,-0.12825594235932775,0.0,0.9744937908463711,3.060455313358868,68.41530199794731,-1.6754387979511565,2.6960379199313635,68.41530199794731,3.1428162720120736e-06,-1.6451611026676527,15.152333720839799,0.0,21.337270094761006,3.1
32,-1.64654676869361,3.386551430077253,0.0,-0.1282556283866715,0.0,0.9736713133908662,3.157863568537179,75.41469929323405,-1.6809236798029539,2.707650832352708,75.41469929323405,3.1372891462047336e-06,-1.64654676869361,15.13950814230709,0.0,23.520292720140347,3.2
33,-1.6479347756889386,3.3903429432722914,0.0,-0.1282553147885359,0.0,0.9728488399587695,3.255189576171149,83.12335068364501,-1.685982230763282,2.718018621346518,83.12335068364501,3.1351606483919955e-06,-1.6479347756889386,15.126682595150093,0.0,25.924528741073615,3.3
34,-1.6493251257927628,3.3940343071094397,0.0,-0.12825500127014594,0.0,0.9720263705473097,3.3524333366629504,91.61242097758849,-1.690707666757739,2.727358455184059,91.61242097758849,3.135571276225804e-06,-1.6493251257927628,15.11385707934681,0.0,28.572174843181013,3.4
35,-1.6507178221037107,3.397653863671919,0.0,-0.1282546876111486,0.0,0.9712039051569853,3.449594850414646,100.96014362671029,-1.6951755211969874,2.73585766382667,100.96014362671029,3.1378812555706985e-06,-1.6507178221037107,15.101031594900814,0.0,31.48763252285108,3.5
36,-1.6521128684403987,3.4012232037052623,0.0,-0.12825437364659614,0.0,0.970381443790738,3.5466741178284806,111.25251556730163,-1.6994464631116155,2.7436759133078223,111.25251556730163,3.141614205534623e-06,-1.6521128684403987,15.08820614183481,0.0,34.69772482597705,3.6
37,-1.6535102691631678,3.4047586704081576,0.0,-0.12825405925280242,0.0,0.9695589864533398,3.643671139307087,122.58405963712464,-1.7035688229436035,2.7509478124398075,122.58405963712464,3.1464152911030404e-06,-1.6535102691631678,15.075380720185835,0.0,38.231934165746665,3.7
38,-1.6549100290413736,3.408272561418194,0.0,-0.1282537443368203,0.0,0.9687365331509352,3.740585915253647,135.05866106730434,-1.7075808110801125,2.7577857134570274,135.05866106730434,3.1520201253791287e-06,-1.6549100290413736,15.06255533000168,0.0,42.122663247044166,3.8
39,-1.6563121531545462,3.4117740835519994,0.0,-0.1282534288286094,0.0,0.9679140838907013,3.837418446072012,148.79048516704154,-1.7115124209965715,2.764282524823232,148.79048516704154,3.158231652571095e-06,-1.6563121531545462,15.049729971338232,0.0,46.40552131784241,3.9
40,-1.6577166468187683,3.4152700935902685,0.0,-0.12825311267520498,0.0,0.967091638680594,3.9341687321667917,163.90498399509622,-1.7153870412514174,2.770514421910086,163.90498399509622,3.16490295730794e-06,-1.6577166468187683,15.036904644257481,0.0,51.119638178905305,4.0
41,-1.6591235155318143,3.4187656774414754,0.0,-0.12825279583637475,0.0,0.9662691975291595,4.030836773943419,180.54000055167117,-1.7192228002314738,2.776543367476013,180.54000055167117,3.171924476983206e-06,-1.6591235155318143,15.024079348826051,0.0,56.30800861386902,4.1
42,-1.6605327649322643,3.4222645926890563,0.0,-0.1282524782813828,0.0,0.9654467604453926,4.1274225718082125,198.84697983337088,-1.7230336697457387,2.782419395870914,198.84697983337088,3.179214485259836e-06,-1.6605327649322643,15.01125408511409,0.0,62.01787015416076,4.2
43,-1.6619444007690227,3.4257696109469142,0.0,-0.1282521599865776,0.0,0.9646243274386327,4.223926126168399,218.99229697876362,-1.7268303644601843,2.7881826356562933,218.99229697876362,3.1867120071431434e-06,-1.6619444007690227,14.998428853194442,0.0,68.30111736924984,4.3
44,-1.663358428878601,3.429282770181242,0.0,-0.12825184093359357,0.0,0.9638018985184849,4.320347437432159,241.1587136997395,-1.7306210635616912,2.7938650704064187,241.1587136997395,3.1943715435244786e-06,-1.663358428878601,14.985603653142052,0.0,75.2147561746038,4.4
45,-1.6647748551681736,3.432805569677462,0.0,-0.12825152110800966,0.0,0.9629794736947616,4.416686506008643,265.5469752519859,-1.734411988179998,2.799492046228142,265.5469752519859,3.2021591399548477e-06,-1.6647748551681736,14.972778485033482,0.0,82.82140197981727,4.5
46,-1.6661936856029544,3.436339114153375,0.0,-0.12825120049834857,0.0,0.9621570529774395,4.512943332307991,292.37756135487473,-1.7382078542021564,2.805083544294603,292.37756135487473,3.2100494578587948e-06,-1.6661936856029544,14.95995334894659,0.0,91.18982586031505,4.6
47,-1.667614926196783,3.439884220544228,0.0,-0.12825087909532956,0.0,0.9613346363766266,4.609117916741347,321.8926057359499,-1.7420122290097442,2.8106552420261868,321.8926057359499,3.2180235901556556e-06,-1.667614926196783,14.947128244960261,0.0,100.39555333063869,4.7
48,-1.6690385830051169,3.443441495250874,0.0,-0.12825055689131085,0.0,0.9605122239025381,4.7052102597208725,354.3580003580103,-1.7458278081289922,2.816219392644508,354.3580003580103,3.2260674324657097e-06,-1.6690385830051169,14.934303173154227,0.0,110.52152072871071,4.8
49,-1.6704646621198131,3.447011396879177,0.0,-0.12825023387987294,0.0,0.9596898155654778,4.801220361659754,390.06570189833366,-1.749656627787397,2.821785535586259,390.06570189833366,3.234170467486193e-06,-1.6704646621198131,14.921478133608915,0.0,121.6587946920276,4.9
50,-1.6718931696652524,3.4505942731943358,0.0,-0.12824991005550765,0.0,0.9588674113758263,4.8971482229722145,429.3362597016902,-1.7535002301250389,2.827361081435612,429.3362597016902,3.242324859784549e-06,-1.6718931696652524,14.90865312640535,0.0,133.90736072214284,5.0
51,-1.6733241117954558,3.4541903945106216,0.0,-0.1282495854133852,0.0,0.9580450113440291,4.992993844073514,472.5215862344552,-1.7573597868971746,2.8329517731307345,472.5215862344552,3.2505247764001533e-06,-1.6733241117954558,14.895828151625071,0.0,147.37698739710518,5.1
52,-1.6747574946919581,3.4577999748895776,0.0,-0.12824925994918057,0.0,0.9572226154805903,5.0887572253799656,520.0079930403105,-1.7612361941650883,2.8385620607843953,520.0079930403105,3.2587658832494013e-06,-1.6747574946919581,14.883003209350077,0.0,162.18817340710245,5.2
53,-1.6761933245622362,3.4614231910783166,0.0,-0.12824893365894358,0.0,0.956400223796066,5.184438367308929,572.2195173541954,-1.7651301436817475,2.8441953896803454,572.2195173541954,3.267044966027356e-06,-1.6761933245622362,14.870178299662772,0.0,178.4731852612205,5.3
54,-1.6776316076385498,3.465060191792171,0.0,-0.1282486065390014,0.0,0.9555778363010617,5.28003727027883,629.6215668870165,-1.76904217659223,2.8498544352090542,629.6215668870165,3.2753596488319348e-06,-1.6776316076385498,14.857353422645946,0.0,196.37719424819426,5.4
55,-1.6790723501771057,3.4687111054598403,0.0,-0.12824827858588594,0.0,0.954755453006228,5.375553934709148,692.7249128674156,-1.7729727238154076,2.855541283092871,692.7249128674156,3.283708182858366e-06,-1.6790723501771057,14.844528578382747,0.0,216.05952203698473,5.5
56,-1.6805155584574467,3.472376045978919,0.0,-0.12824794979627946,0.0,0.9539330739222587,5.470988361020437,762.0900642386182,-1.7769221346496105,2.8612575667037308,762.0900642386182,3.2920892890107605e-06,-1.6805155584574467,14.831703766956652,0.0,237.6950051802035,5.6
57,-1.6819612387820218,3.476055120003907,0.0,-0.12824762016697364,0.0,0.9531106990598894,5.56634054963432,838.3320589796049,-1.7808906996752,2.8670045797185475,838.3320589796049,3.3005020392195788e-06,-1.6819612387820218,14.81887898845148,0.0,261.4754897415616,5.7
58,-1.6834093974758855,3.479748427271927,0.0,-0.12824728969483917,0.0,0.9522883284298962,5.661610500973493,922.1257118743991,-1.7848786666176852,2.8727833553486004,922.1257118743991,3.308945769477493e-06,-1.6834093974758855,14.806054242951355,0.0,287.6114683150594,5.8
59,-1.6848600408864933,3.4834560628655846,0.0,-0.12824695837680283,0.0,0.9514659620430949,5.756798215461738,1014.2113617168123,-1.788886252773809,2.878594732505308,1014.2113617168123,3.317420012567724e-06,-1.6848600408864933,14.793229530540712,0.0,316.3338728465947,5.9
60,-1.6863131753835767,3.487178117827363,0.0,-0.12824662620983032,0.0,0.9506435999103394,5.851903693523914,1115.401164938698,-1.792913652752775,2.884439405772519,1115.401164938698,3.3259244491072008e-06,-1.6863131753835767,14.780404851304292,0.0,347.8960379167989,6.0
61,-1.687768807359067,3.4909146841864596,0.0,-0.12824629319091352,0.0,0.9498212420425243,5.94692693558597,1226.5859870182992,-1.7969610459656837,2.890317958612075,1226.5859870182992,3.3344588715701734e-06,-1.687768807359067,14.767580205327144,0.0,382.5758505068213,6.1
62,-1.6892269432270672,3.4946658515441227,0.0,-0.12824595931706068,0.0,0.9489988884505804,6.041867942074948,1348.742947794927,-1.8010286009332441,2.8962308946821556,1348.742947794927,3.3430231551905086e-06,-1.6892269432270672,14.754755592694611,0.0,420.6781037568319,6.2
63,-1.6906875894238493,3.498431708132599,0.0,-0.12824562458528926,0.0,0.9481765391454776,6.13672671341898,1482.9436820235062,-1.80511647867967,2.9021786583592593,1482.9436820235062,3.35161723749049e-06,-1.6906875894238493,14.741931013492332,0.0,462.53707385159106,6.3
64,-1.6921507524078794,3.5022123439575745,0.0,-0.12824528899262044,0.0,0.9473541941382239,6.231503250047305,1630.3633821869132,-1.8092248354730396,2.908161650489586,1630.3633821869132,3.3602411035034986e-06,-1.6921507524078794,14.72910646780625,0.0,508.5193409409036,6.4
65,-1.693616438659858,3.506007846679433,0.0,-0.12824495253607512,0.0,0.9465318534398652,6.326197552390256,1792.2906967888284,-1.8133538234827014,2.9141802393423593,1792.2906967888284,3.368894773752001e-06,-1.693616438659858,14.716281955722604,0.0,559.0268769385588,6.5
66,-1.6950846546827762,3.509818307031823,0.0,-0.12824461521267072,0.0,0.945709517061486,6.420809620879277,1970.1385641220468,-1.8175035931021388,2.9202347711483734,1970.1385641220468,3.377578295394739e-06,-1.6950846546827762,14.703457477327929,0.0,614.5004251562209,6.6
67,-1.6965554070019797,3.51364381481112,0.0,-0.12824427701941882,0.0,0.9448871850142084,6.515339455946923,2165.4560688978872,-1.8216742944836686,2.9263255758055045,2165.4560688978872,3.386291735510187e-06,-1.6965554070019797,14.690633032709062,0.0,675.4231990345486,6.7
68,-1.6980287021652434,3.5174844603934106,0.0,-0.1282439379533236,0.0,0.9440648573091931,6.609787058026861,2379.941417187608,-1.8258660761731424,2.9324529712151772,2379.941417187608,3.39503517699458e-06,-1.6980287021652434,14.677808621953139,0.0,742.3249297500811,6.8
69,-1.6995045467428485,3.521340335088533,0.0,-0.12824359801138024,0.0,0.943242533957639,6.704152427553877,2615.456133926988,-1.8300790880250122,2.9386172692635437,2615.456133926988,3.403808714227045e-06,-1.6995045467428485,14.664984245147592,0.0,815.7862952220439,6.9
70,-1.7009829473276659,3.5252115297288587,0.0,-0.12824325719057408,0.0,0.9424202149707838,6.798435564963879,2874.040596836842,-1.834313479263045,2.9448187761773745,2874.040596836842,3.412612450334533e-06,-1.7009829473276659,14.652159902380157,0.0,896.4437660388494,7.0
71,-1.702463910535247,3.5290981364430376,0.0,-0.12824291548787986,0.0,0.9415979003599029,6.892636470693899,3157.931031087154,-1.8385693998217014,2.951057795271156,3157.931031087154,3.4214464955197587e-06,-1.702463910535247,14.639335593738872,0.0,984.9949070921498,7.1
72,-1.703947443003907,3.533000249135812,0.0,-0.12824257290026084,0.0,0.940775590136312,6.986755145182102,3469.578100459102,-1.842847001559976,2.957334628146845,3469.578100459102,3.430310965384503e-06,-1.703947443003907,14.62651131931208,0.0,1082.2041772713485,7.2
73,-1.7054335513948238,3.536917961833749,0.0,-0.12824222942466865,0.0,0.9399532843113639,7.080791588867783,3811.667243222902,-1.8471464362635455,2.963649577139266,3811.667243222902,3.4392059793026396e-06,-1.7054335513948238,14.613687079188418,0.0,1188.9092734600704,7.3
74,-1.7069222423921264,3.5408513688508494,0.0,-0.12824188505804276,0.0,0.9391309828964526,7.174745802191375,4187.140914543068,-1.8514678575111105,2.9700029448323617,4187.140914543068,3.4481316605435242e-06,-1.7069222423921264,14.600862873456846,0.0,1306.0280693172654,7.4
75,-1.7084135227029944,3.544800563608688,0.0,-0.12824153979731018,0.0,0.9383086859030091,7.268617785594455,4599.222912047385,-1.8558114200955924,2.9763950356376596,4599.222912047385,3.457088134141519e-06,-1.7084135227029944,14.588038702206616,0.0,1434.5662039508697,7.5
76,-1.7099073990577522,3.5487656432428105,0.0,-0.12824119363938527,0.0,0.9374863933425053,7.362407539519743,5051.444977361541,-1.860177279224921,2.98282615487617,5051.444977361541,3.4660755283102177e-06,-1.7099073990577522,14.575214565527292,0.0,1575.6253806356867,7.6
77,-1.7114038782099692,3.5527467039510148,0.0,-0.12824084658116958,0.0,0.9366641052264515,7.456115064411106,5547.6758840383245,-1.8645655924531885,2.9892966105966616,5547.6758840383245,3.475093971959165e-06,-1.7114038782099692,14.562390463508748,0.0,1730.4124412266387,7.7
78,-1.7129029669365536,3.5567438439319607,0.0,-0.1282404986195515,0.0,0.9358418215663992,7.549740360713567,6092.153241527794,-1.8689765175681041,2.9958067116847524,6092.153241527794,3.484143596559917e-06,-1.7129029669365536,14.54956639624117,0.0,1900.2492879145436,7.8
79,-1.7144046720378587,3.5607571604017862,0.0,-0.12824014975140646,0.0,0.9350195423739385,7.643283428873307,6689.518265785641,-1.873410214725384,3.0023567722205544,6689.518265785641,3.4932245345028226e-06,-1.7144046720378587,14.536742363815055,0.0,2086.583730508199,7.9
80,-1.7159090003377782,3.5647867530479105,0.0,-0.1282397999735964,0.0,0.9341972676606997,7.736744269337663,7344.853789954719,-1.877866844815103,3.0089471061931934,7344.853789954719,3.502336918815561e-06,-1.7159090003377782,14.523918366321212,0.0,2291.0013445520226,8.0
81,-1.7174159586838482,3.5688327212702053,0.0,-0.12823944928297,0.0,0.9333749974383538,7.830122882555144,8063.725813447391,-1.882346570531295,3.0155780319848953,8063.725813447391,3.511480884534313e-06,-1.7174159586838482,14.511094403850764,0.0,2515.2384333551454,8.1
82,-1.7189255539473485,3.5728951660512505,0.0,-0.12823909767636227,0.0,0.9325527317186122,7.92341926897542,8852.228914885773,-1.8868495554187967,3.022249870011992,8852.228914885773,3.520656566837226e-06,-1.7189255539473485,14.49827047649515,0.0,2761.19619547243,8.2
83,-1.7204377930234067,3.5769741890588937,0.0,-0.12823874515059483,0.0,0.9317304705132263,8.016633429049344,9717.035883923323,-1.8913759647718185,3.028962944103376,9717.035883923323,3.5298641022983397e-06,-1.7204377930234067,14.48544658434613,0.0,3030.9562084027125,8.3
84,-1.7219526828310991,3.5810698917881854,0.0,-0.12823839170247545,0.0,0.9309082138339886,8.109765363228938,10665.451959187294,-1.8959259657655714,3.035717580947138,10665.451959187294,3.5391036282817525e-06,-1.7219526828310991,14.472622727495777,0.0,3326.797349321276,8.4
85,-1.7234702303135543,3.585182376321118,0.0,-0.12823803732879818,0.0,0.9300859616927326,8.202815071967409,11705.474094685509,-1.900499726402145,3.0425141092397308,11705.474094685509,3.548375282570214e-06,-1.7234702303135543,14.45979890603649,0.0,3651.2142846164343,8.5
86,-1.7249904424380587,3.5893117480325074,0.0,-0.12823768202634328,0.0,0.9292637141013323,8.295782555719146,12845.855715264599,-1.9050974168564105,3.0493528627372486,12845.855715264599,3.5576792045242988e-06,-1.7249904424380587,14.446975120060978,0.0,4006.937671932343,8.6
87,-1.726513326196159,3.5934581107051713,0.0,-0.128237325791877,0.0,0.9284414710717038,8.388667814939733,14096.177463370028,-1.9097192076824479,3.0562341778544564,14096.177463370028,3.567015533518376e-06,-1.726513326196159,14.434151369662285,0.0,4396.956231419827,8.7
88,-1.7280388886037692,3.5976215704092387,0.0,-0.12823696862215161,0.0,0.927619232615804,8.481470850085946,15466.924484741481,-1.9143652721207651,3.0631583926641928,15466.924484741481,3.5763844099682085e-06,-1.7280388886037692,14.421327654933776,0.0,4824.540857056764,8.8
89,-1.7295671367012742,3.60180223349618,0.0,-0.12823661051390534,0.0,0.9267969987456318,8.574191661615755,16969.57085010666,-1.9190357843149028,3.0701258507176084,16969.57085010666,3.5857859754326264e-06,-1.7295671367012742,14.408503975969138,0.0,5293.270954322847,8.9
90,-1.7310980775536375,3.606000206148201,0.0,-0.12823625146386217,0.0,0.9259747694732277,8.666830249988331,18616.67176377294,-1.923730919811148,3.0771368971628545,18616.67176377294,3.5952203716880125e-06,-1.7310980775536375,14.395680332862389,0.0,5807.06320731074,9.0
91,-1.7326317182505082,3.6102155974195163,0.0,-0.12823589146873188,0.0,0.9251525448106741,8.759386615664061,20421.9642686401,-1.9284508561980302,3.0841918804599477,20421.9642686401,3.604687741528715e-06,-1.7326317182505082,14.38285672570787,0.0,6370.2029966477585,9.1
92,-1.734168065906327,3.6144485157274784,0.0,-0.12823553052520995,0.0,0.9243303247700958,8.851860759104532,22400.477220995712,-1.9331957727817435,3.0912911535951775,22400.477220995712,3.614188228422178e-06,-1.734168065906327,14.370033154600256,0.0,6987.378709520435,9.2
93,-1.735707127660437,3.618699071364995,0.0,-0.12823516862997747,0.0,0.9235081093636597,8.944252680772552,24568.651377960574,-1.9379658497334746,3.098435072256478,24568.651377960574,3.6237219765889494e-06,-1.735707127660437,14.357209619634553,0.0,7663.719204781941,9.3
94,-1.7372489106771878,3.6229673752423843,0.0,-0.12823480577970106,0.0,0.9226858986035753,9.036562381132144,26944.470516121535,-1.9427612692086427,3.105623995562286,26944.470516121535,3.633289131265436e-06,-1.7372489106771878,14.344386120906094,0.0,8404.834719732746,9.4
95,-1.7387934221460486,3.6272535384564657,0.0,-0.12823444197103281,0.0,0.9218636925020949,9.128789860648554,29547.604582267413,-1.947582215346119,3.112858285706889,29547.604582267413,3.642889838037737e-06,-1.7387934221460486,14.331562658510556,0.0,9216.86153086826,9.5
96,-1.7403406692817158,3.631557673720922,0.0,-0.1282340772006102,0.0,0.9210414910715136,9.220935119788258,32399.565966807233,-1.9524288735464583,3.120138309754719,32399.565966807233,3.6525242437035745e-06,-1.7403406692817158,14.318739232543944,0.0,10106.510708865258,9.6
97,-1.741890659324222,3.63587989385642,0.0,-0.1282337114650559,0.0,0.92021929432417,9.312998159018964,35523.88008804497,-1.9573014307755678,3.127464436740072,35523.88008804497,3.662192495450671e-06,-1.741890659324222,14.305915843102605,0.0,11081.121338530047,9.7
98,-1.7434433995390506,3.640220314033647,0.0,-0.12823334476097795,0.0,0.9193971022724453,9.404978978809613,38946.27158169757,-1.9622000760636666,3.1348370402374135,38946.27158169757,3.6718947413189835e-06,-1.7434433995390506,14.293092490283216,0.0,12148.718607572548,9.8
99,-1.7449988972172452,3.644579049851835,0.0,-0.12823297708496953,0.0,0.9185749149287645,9.496877579630388,42694.86750562271,-1.9671249997759934,3.142256497249111,42694.86750562271,3.6816311303407144e-06,-1.7449988972172452,14.280269174182806,0.0,13318.077204134657,9.9
100,-1.74655715967552,3.648956217250057,0.0,-0.12823260843360879,0.0,0.9177527323055961,9.588693961952714,46800.41909548823,-1.9720763940622918,3.14972318815602,46800.41909548823,3.6914018119460357e-06,-1.74655715967552,14.267445894898735,0.0,14598.790502243342,10.0
101,-1.7481181942563742,3.6533519332876114,0.0,-0.128232238803459,0.0,0.9169305544154528,9.680428126249272,51296.543743948496,-1.9770544535350385,3.157237497052389,51296.543743948496,3.701206936986958e-06,-1.7481181942563742,14.25462265252871,0.0,16001.346057055402,10.1
